Topic,Group ID,Documents,Words
Topic 00, CVC-UNCC-09-09,0.0029048722221120763,5.55411568867829
Topic 00, CVC-UNCC-09-10,1.6708953891410528E-4,0.42975429408707877
Topic 00, CVC-UNCC-09-11,9.458716051690855E-6,0.02478183605543004
Topic 00, CVC-UNCC-09-12,1.0453232967978318E-6,0.0027178405716743624
Topic 00, CVC-UNCC-09-13,0.02456818490305179,59.897234793640266
Topic 00, CVC-UNCC-09-14,-2.8459108790098647E-7,-7.5587392946502E-4
Topic 00, CVC-UNCC-09-15,3.2379873859897856E-4,0.876523185387435
Topic 00, CVC-UNCC-09-16,9.259872099558245E-7,0.0022575568178723002
Topic 00, CVC-UNCC-09-17,0.020895057480862733,55.309217151843654
Topic 00, CVC-UNCC-09-18,1.2029396055369617E-5,0.03421160238147119
Topic 00, CVC-UNCC-09-19,5.23842728662152E-5,0.13001776525394612
Topic 00, CVC-UNCC-09-20,7.280830752870824E-7,0.0018617084235090697
Topic 00, CVC-UNCC-09-21,2.7812138767953296E-5,0.037852320863184435
Topic 00, CVC-UNCC-09-22,6.551236073835539E-6,0.01694804772301254
Topic 00, CVC-UNCC-09-23,1.3774152126647666E-4,0.005096436286859636
Topic 00, CVC-UNCC-09-24,1.59951133076673E-6,0.004321879615731704
Topic 00, CVC-UNCC-09-25,0.011680231616580787,0.3620871801140044
Topic 00, CVC-UNCC-09-26,4.167335184049934E-5,0.11551853130186417
Topic 00, CVC-UNCC-09-27,0.05545489430283235,158.0464487630722
Topic 00, CVC-UNCC-09-28,7.5494780839174744E-6,0.009451946561064678
Topic 00, CVC-UNCC-09-29,0.00919704802647502,14.908414850916007
Topic 00, CVC-UNCC-10-01_0,0.003284289192447559,7.819892567217638
Topic 00, CVC-UNCC-10-02,0.01867213768399498,16.132726958971663
Topic 00, CVC-UNCC-10-03,1.5966923370376309E-6,0.00415140007629784
Topic 00, CVC-UNCC-10-04,0.00903960842735094,24.054398025180852
Topic 00, CVC-UNCC-10-05,1.8441681055461225E-5,0.05010604742768815
Topic 00, CVC-UNCC-10-06,0.023108135655726603,58.25560998808677
Topic 00, CVC-UNCC-10-07,1.5812645397993027E-6,0.0046425926888507526
Topic 00, CVC-UNCC-10-08,0.06855406051271568,175.8411652151157
Topic 00, CVC-UNCC-10-09,1.1310777967727642E-5,0.014262891017304555
Topic 00, CVC-UNCC-10-10,8.113611401092161E-5,0.16389495030206166
Topic 00, CVC-UNCC-10-11,-2.755144830849181E-6,-0.006802452587366628
Topic 00, CVC-UNCC-10-12,2.4070950012942827E-4,0.6658024773579986
Topic 00, CVC-UNCC-10-13,5.759329148430928E-5,0.1247470693550139
Topic 00, CVC-UNCC-10-14,0.001679920598554589,4.707137517149959
Topic 00, CVC-UNCC-10-15,0.050700014247075514,119.90553369433358
Topic 00, CVC-UNCC-10-16,0.0752094189867956,200.2074733428499
Topic 00, CVC-UNCC-10-17,7.487699656869841E-7,0.0020037084281783694
Topic 00, CVC-UNCC-10-18,2.1784736902560944E-5,0.05428756436118187
Topic 00, CVC-UNCC-10-19,1.1425245034445621E-5,0.02886016895700964
Topic 00, CVC-UNCC-10-20,0.03813971272601567,94.89160526232699
Topic 00, CVC-UNCC-10-21,0.006739463774134715,18.32460200187229
Topic 00, CVC-UNCC-10-22,3.245190676845546E-5,0.09034610844338
Topic 00, CVC-UNCC-10-23,2.002340912576655E-6,0.005706671600843467
Topic 00, CVC-UNCC-10-25,1.258709554140318E-5,0.033104061273890366
Topic 00, CVC-UNCC-10-26,8.577590867886073E-6,0.02418022865657084
Topic 00, CVC-UNCC-10-27,0.014401719374732908,13.364795579752139
Topic 00, CVC-UNCC-10-28,-2.0108244220842557E-7,-2.4793465124298874E-4
Topic 00, CVC-UNCC-10-29,1.6032234884203008E-5,0.025202673237967127
Topic 00, CVC-UNCC-10-30,4.32097695925471E-5,0.12228364794690828
Topic 00, CVC-UNCC-11-01,1.1559109532968501E-5,0.03124427306761386
Topic 00, CVC-UNCC-11-02,3.068047002669175E-5,0.07894084937867787
Topic 00, CVC-UNCC-11-03,1.1425245034445621E-5,0.02886016895700964
Topic 00, CVC-UNCC-11-04,1.2021170814485751E-4,0.29896651815626063
Topic 00, CVC-UNCC-11-05,0.07018685496512383,110.54429657007005
Topic 00, CVC-UNCC-11-06,2.0723120402169896E-6,0.005311335759076144
Topic 00, CVC-UNCC-11-07,0.019157980054125688,49.65748430029378
Topic 00, CVC-UNCC-11-08,0.002521085788182474,6.209434296293433
Topic 00, CVC-UNCC-11-09,0.013813620638975198,37.79406606823614
Topic 00, CVC-UNCC-11-10,0.029713571818167858,84.29740324814222
Topic 00, CVC-UNCC-11-11,2.5127246425864945E-5,0.02261452178327845
Topic 00, CVC-UNCC-11-12_0,7.522496921438681E-6,0.02034835417249163
Topic 00, CVC-UNCC-11-13,5.156465291086046E-4,1.4304034717472691
Topic 00, CVC-UNCC-11-14,2.6160217034352674E-6,0.007209755814667597
Topic 00, CVC-UNCC-11-15,1.4081111678194339E-5,0.03862448933328707
Topic 00, CVC-UNCC-11-16_0,0.00789576445073369,21.365938603685365
Topic 00, CVC-UNCC-11-17,4.250112093424191E-5,0.03145082949133901
Topic 00, CVC-UNCC-11-18,1.383093258779482E-6,0.0021341128982967405
Topic 00, CVC-UNCC-11-20,1.5428940617934845E-5,0.04394162287987844
Topic 00, CVC-UNCC-11-21,-7.265436850877023E-7,-0.0019449574449797791
Topic 00, CVC-UNCC-11-22,1.967107061111002E-5,0.04878425511555285
Topic 00, CVC-UNCC-11-23,8.727623089266253E-5,0.15421709998733468
Topic 00, CVC-UNCC-11-24_0,0.004717236880176582,12.538415627509355
Topic 00, CVC-UNCC-11-25,0.04235687434696054,111.27150890946534
Topic 00, CVC-UNCC-11-26,0.0011493937836122535,3.1987628997929014
Topic 00, CVC-UNCC-12-01,-1.467972869549316E-6,-0.0031649495067483254
Topic 00, CVC-UNCC-12-02,0.028627404396324368,74.88928990078455
Topic 00, CVC-UNCC-12-03,1.1893060662840356E-5,0.03244426948822849
Topic 00, CVC-UNCC-12-04,0.009153964728465995,24.550933401745798
Topic 00, CVC-UNCC-12-05,-4.4063935671780653E-7,-4.661964394074393E-4
Topic 00, CVC-UNCC-12-06,0.034991310479679266,72.99187366061095
Topic 00, CVC-UNCC-12-07,0.004298629571463872,11.41286151223658
Topic 00, CVC-UNCC-12-08,0.002961930805161262,8.225281845932825
Topic 00, CVC-UNCC-12-09,-4.521476161334795E-7,-0.0011055009214463573
Topic 00, CVC-UNCC-12-10,8.58246097059091E-6,0.023035325245066005
Topic 00, CVC-UNCC-12-11,0.7418884994142595,1307.9494244673394
Topic 00, CVC-UNCC-12-12,0.14561096046469738,199.4870158366354
Topic 00, CVC-UNCC-12-13,5.3527078226801946E-5,0.046300922666183686
Topic 00, CVC-UNCC-12-14,1.1288165135288359E-5,0.029213771370126273
Topic 00, CVC-UNCC-12-15_0,9.991958426161246E-6,0.025449518111432694
Topic 00, CVC-UNCC-13-01,0.002929534270739024,7.482030527467468
Topic 00, CVC-UNCC-13-02,-4.197815279593866E-7,-0.0011015067293654306
Topic 00, CVC-UNCC-13-03,0.003881642441744182,9.230545726467664
Topic 00, CVC-UNCC-13-04,9.247260103414195E-5,0.10495640217375111
Topic 00, CVC-UNCC-13-05,0.008683874253124868,21.423117782459048
Topic 00, CVC-UNCC-13-06,2.6470658728724257E-4,0.4378246953730992
Topic 00, CVC-UNCC-13-07,0.009810152074019363,16.716499134128995
Topic 00, CVC-UNCC-13-08,3.3518966981942837E-6,0.009459052482304268
Topic 00, CVC-UNCC-13-09,2.6508674972925274E-4,0.7303139955040913
Topic 00, CVC-UNCC-13-10_0,7.297815318368526E-5,0.2060903045907272
Topic 00, CVC-UNCC-13-11,1.2966020662814308E-5,0.03572138692605342
Topic 00, CVC-UNCC-13-12_0,1.7157474250176752E-6,0.00459820309904737
Topic 00, CVC-UNCC-13-13,3.03444487812824E-4,0.7495078848976753
Topic 00, CVC-UNCC-13-14,-2.098900201242428E-6,-0.002608932950144338
Topic 00, CVC-UNCC-13-15,8.516641439012544E-5,0.2253503324762719
Topic 00, CVC-UNCC-13-16,2.155620825524369E-5,0.058331099538689424
Topic 00, CVC-UNCC-13-17,2.6470658728724257E-4,0.4378246953730992
Topic 00, CVC-UNCC-14-01,2.029980197056013,5415.987165745442
Topic 00, CVC-UNCC-14-02,0.05648435600257147,108.84535401695523
Topic 00, CVC-UNCC-14-03,1.0027273571993659E-5,0.024536738430668482
Topic 00, CVC-UNCC-14-04,4.0415462171456714E-4,1.0273610483984297
Topic 00, CVC-UNCC-14-05,0.09104872634255165,234.99676269012582
Topic 00, CVC-UNCC-14-06,0.9119810840160902,2192.402525974681
Topic 00, CVC-UNCC-14-07,3.091211770045014E-5,0.08049515449197217
Topic 00, CVC-UNCC-14-08,1.734245860831231E-5,0.03744236813534628
Topic 00, CVC-UNCC-14-09,-4.2124826676910457E-4,-1.0573331495904525
Topic 00, CVC-UNCC-14-10,1.0270219146473378E-4,0.2952688004611096
Topic 00, CVC-UNCC-14-11,2.879853764579156E-7,7.591294523430654E-4
Topic 00, CVC-UNCC-14-12,8.766035682193928E-5,0.23019609701441254
Topic 00, CVC-UNCC-14-13,3.5558621623337813E-6,0.009444369903158523
Topic 00, CVC-UNCC-14-14,7.240676532179203E-4,2.03680230850201
Topic 00, CVC-UNCC-14-15,3.3518966981942837E-6,0.009459052482304268
Topic 00, CVC-UNCC-14-16,1.690667631426122E-5,0.04566493272481956
